model,model_label,ablation,horizon,task,metric,value,label_type,runnable_status
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,12,forecasting,all_kpi_rmse,124.7887711797066,real_kpi,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,12,forecasting,all_kpi_mape_floor1_pct,140.56628179931332,real_kpi,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,12,forecasting,primary_mae,2.6040875918040305,real_kpi,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,12,forecasting,primary_rmse,5.442062712985392,real_kpi,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,12,forecasting,primary_mape_floor1_pct,47.68189188633293,real_kpi,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,12,forecasting,all_kpi_mae,46.45621257494944,real_kpi,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,12,forecasting,all_kpi_rmse,126.08017775651236,real_kpi,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,12,forecasting,all_kpi_mape_floor1_pct,136.30967695494732,real_kpi,run
event_attention_only,Event-attention-only,event_only_baseline,12,forecasting,primary_mae,4.671365090650989,real_kpi,run
event_attention_only,Event-attention-only,event_only_baseline,12,forecasting,primary_rmse,8.621557757450255,real_kpi,run
event_attention_only,Event-attention-only,event_only_baseline,12,forecasting,primary_mape_floor1_pct,83.34059404470463,real_kpi,run
event_attention_only,Event-attention-only,event_only_baseline,12,forecasting,all_kpi_mae,164.92664127179472,real_kpi,run
event_attention_only,Event-attention-only,event_only_baseline,12,forecasting,all_kpi_rmse,287.02906105616734,real_kpi,run
event_attention_only,Event-attention-only,event_only_baseline,12,forecasting,all_kpi_mape_floor1_pct,464.79252521506993,real_kpi,run
hawkes_only,Hawkes-only,event_only_baseline,12,forecasting,primary_mae,4.571941684845478,real_kpi,run
hawkes_only,Hawkes-only,event_only_baseline,12,forecasting,primary_rmse,7.88835084498236,real_kpi,run
hawkes_only,Hawkes-only,event_only_baseline,12,forecasting,primary_mape_floor1_pct,83.06076602245945,real_kpi,run
hawkes_only,Hawkes-only,event_only_baseline,12,forecasting,all_kpi_mae,160.6518836929227,real_kpi,run
hawkes_only,Hawkes-only,event_only_baseline,12,forecasting,all_kpi_rmse,238.14561402828855,real_kpi,run
hawkes_only,Hawkes-only,event_only_baseline,12,forecasting,all_kpi_mape_floor1_pct,469.889726539673,real_kpi,run
ridge_logistic,Ridge/Logistic,baseline,12,forecasting,primary_mae,2.6399514123527643,real_kpi,run
ridge_logistic,Ridge/Logistic,baseline,12,forecasting,primary_rmse,5.391291896107282,real_kpi,run
ridge_logistic,Ridge/Logistic,baseline,12,forecasting,primary_mape_floor1_pct,49.14025570241407,real_kpi,run
ridge_logistic,Ridge/Logistic,baseline,12,forecasting,all_kpi_mae,47.36536911376279,real_kpi,run
ridge_logistic,Ridge/Logistic,baseline,12,forecasting,all_kpi_rmse,122.6165339980261,real_kpi,run
ridge_logistic,Ridge/Logistic,baseline,12,forecasting,all_kpi_mape_floor1_pct,138.94833688391432,real_kpi,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,12,forecasting,primary_mae,2.592760925986124,real_kpi,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,12,forecasting,primary_rmse,5.134742739212652,real_kpi,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,12,forecasting,primary_mape_floor1_pct,48.80578227541611,real_kpi,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,12,forecasting,all_kpi_mae,43.29134229743493,real_kpi,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,12,forecasting,all_kpi_rmse,76.88166957830434,real_kpi,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,12,forecasting,all_kpi_mape_floor1_pct,135.93599091591636,real_kpi,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,1,classification,auprc,0.4701631794611201,weak_kpi_degradation,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,1,classification,auroc,0.7975311109561158,weak_kpi_degradation,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,1,classification,f1,0.3609001794836394,weak_kpi_degradation,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,1,classification,precision,0.22145035581158928,weak_kpi_degradation,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,1,classification,recall,0.9746457867263236,weak_kpi_degradation,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,1,classification,positive_rate,0.1721879815100154,weak_kpi_degradation,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,1,classification,auprc,0.4482319168951361,weak_kpi_degradation,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,1,classification,auroc,0.7826502814725056,weak_kpi_degradation,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,1,classification,f1,0.3979639055992596,weak_kpi_degradation,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,1,classification,precision,0.524390243902439,weak_kpi_degradation,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,1,classification,recall,0.32065622669649513,weak_kpi_degradation,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,1,classification,positive_rate,0.1721879815100154,weak_kpi_degradation,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,1,classification,auprc,0.4661818565647977,weak_kpi_degradation,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,1,classification,auroc,0.794320989003782,weak_kpi_degradation,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,1,classification,f1,0.4784014105201293,weak_kpi_degradation,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,1,classification,precision,0.3947623666343356,weak_kpi_degradation,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,1,classification,recall,0.6070096942580164,weak_kpi_degradation,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,1,classification,positive_rate,0.1721879815100154,weak_kpi_degradation,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,1,classification,auprc,0.4661956373832715,weak_kpi_degradation,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,1,classification,auroc,0.7943549665042571,weak_kpi_degradation,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,1,classification,f1,0.4784843589367014,weak_kpi_degradation,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,1,classification,precision,0.3947177126241822,weak_kpi_degradation,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,1,classification,recall,0.6073825503355704,weak_kpi_degradation,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,1,classification,positive_rate,0.1721879815100154,weak_kpi_degradation,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,1,classification,auprc,0.4578140490499537,weak_kpi_degradation,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,1,classification,auroc,0.7891619609997286,weak_kpi_degradation,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,1,classification,f1,0.4583490388239729,weak_kpi_degradation,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,1,classification,precision,0.4634146341463415,weak_kpi_degradation,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,1,classification,recall,0.453392990305742,weak_kpi_degradation,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,1,classification,positive_rate,0.1721879815100154,weak_kpi_degradation,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,1,classification,auprc,0.466284088952656,weak_kpi_degradation,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,1,classification,auroc,0.7943591594724008,weak_kpi_degradation,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,1,classification,f1,0.4787077826725404,weak_kpi_degradation,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,1,classification,precision,0.3948643410852713,weak_kpi_degradation,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,1,classification,recall,0.6077554064131245,weak_kpi_degradation,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,1,classification,positive_rate,0.1721879815100154,weak_kpi_degradation,run
event_attention_only,Event-attention-only,event_only_baseline,1,classification,auprc,0.2573363105142784,weak_kpi_degradation,run
event_attention_only,Event-attention-only,event_only_baseline,1,classification,auroc,0.6358096742937046,weak_kpi_degradation,run
event_attention_only,Event-attention-only,event_only_baseline,1,classification,f1,0.3309782067867449,weak_kpi_degradation,run
event_attention_only,Event-attention-only,event_only_baseline,1,classification,precision,0.2257363920184607,weak_kpi_degradation,run
event_attention_only,Event-attention-only,event_only_baseline,1,classification,recall,0.6200596569724086,weak_kpi_degradation,run
event_attention_only,Event-attention-only,event_only_baseline,1,classification,positive_rate,0.1721879815100154,weak_kpi_degradation,run
hawkes_only,Hawkes-only,event_only_baseline,1,classification,auprc,0.2465370607228321,weak_kpi_degradation,run
hawkes_only,Hawkes-only,event_only_baseline,1,classification,auroc,0.6313718078933522,weak_kpi_degradation,run
hawkes_only,Hawkes-only,event_only_baseline,1,classification,f1,0.3273505068353017,weak_kpi_degradation,run
hawkes_only,Hawkes-only,event_only_baseline,1,classification,precision,0.2180646760004956,weak_kpi_degradation,run
hawkes_only,Hawkes-only,event_only_baseline,1,classification,recall,0.6562266964951529,weak_kpi_degradation,run
hawkes_only,Hawkes-only,event_only_baseline,1,classification,positive_rate,0.1721879815100154,weak_kpi_degradation,run
ridge_logistic,Ridge/Logistic,baseline,1,classification,auprc,0.4709154644267547,weak_kpi_degradation,run
ridge_logistic,Ridge/Logistic,baseline,1,classification,auroc,0.7946072819769342,weak_kpi_degradation,run
ridge_logistic,Ridge/Logistic,baseline,1,classification,f1,0.47744,weak_kpi_degradation,run
ridge_logistic,Ridge/Logistic,baseline,1,classification,precision,0.41816143497757846,weak_kpi_degradation,run
ridge_logistic,Ridge/Logistic,baseline,1,classification,recall,0.5563012677106637,weak_kpi_degradation,run
ridge_logistic,Ridge/Logistic,baseline,1,classification,positive_rate,0.1721879815100154,weak_kpi_degradation,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,1,classification,auprc,0.4756159019684067,weak_kpi_degradation,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,1,classification,auroc,0.7971070139161431,weak_kpi_degradation,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,1,classification,f1,0.4800586510263929,weak_kpi_degradation,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,1,classification,precision,0.3956017399710005,weak_kpi_degradation,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,1,classification,recall,0.610365398956003,weak_kpi_degradation,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,1,classification,positive_rate,0.1721879815100154,weak_kpi_degradation,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,3,classification,auprc,0.3990124607163398,weak_kpi_degradation,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,3,classification,auroc,0.7587414638843314,weak_kpi_degradation,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,3,classification,f1,0.3481075697211155,weak_kpi_degradation,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,3,classification,precision,0.5197026022304833,weak_kpi_degradation,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,3,classification,recall,0.2616997379258705,weak_kpi_degradation,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,3,classification,positive_rate,0.1722114764667956,weak_kpi_degradation,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,3,classification,auprc,0.3869772503163341,weak_kpi_degradation,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,3,classification,auroc,0.7527301150273691,weak_kpi_degradation,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,3,classification,f1,0.4009638554216867,weak_kpi_degradation,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,3,classification,precision,0.2699896157840083,weak_kpi_degradation,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,3,classification,recall,0.7787345563459378,weak_kpi_degradation,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,3,classification,positive_rate,0.1722114764667956,weak_kpi_degradation,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,3,classification,auprc,0.3759664429363864,weak_kpi_degradation,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,3,classification,auroc,0.7429968662089304,weak_kpi_degradation,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,3,classification,f1,0.1475195822454308,weak_kpi_degradation,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,3,classification,precision,0.5750636132315522,weak_kpi_degradation,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,3,classification,recall,0.08461250467989517,weak_kpi_degradation,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,3,classification,positive_rate,0.1722114764667956,weak_kpi_degradation,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,3,classification,auprc,0.3758925562635341,weak_kpi_degradation,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,3,classification,auroc,0.7429473808464936,weak_kpi_degradation,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,3,classification,f1,0.147615937295885,weak_kpi_degradation,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,3,classification,precision,0.578005115089514,weak_kpi_degradation,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,3,classification,recall,0.08461250467989517,weak_kpi_degradation,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,3,classification,positive_rate,0.1722114764667956,weak_kpi_degradation,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,3,classification,auprc,0.3419342480857568,weak_kpi_degradation,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,3,classification,auroc,0.7235863129844489,weak_kpi_degradation,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,3,classification,f1,0.3120758249473437,weak_kpi_degradation,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,3,classification,precision,0.18493863116288745,weak_kpi_degradation,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,3,classification,recall,0.9985024335454886,weak_kpi_degradation,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,3,classification,positive_rate,0.1722114764667956,weak_kpi_degradation,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,3,classification,auprc,0.3752252312690154,weak_kpi_degradation,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,3,classification,auroc,0.7427137761096159,weak_kpi_degradation,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,3,classification,f1,0.146771037181996,weak_kpi_degradation,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,3,classification,precision,0.569620253164557,weak_kpi_degradation,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,3,classification,recall,0.08423811306626731,weak_kpi_degradation,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,3,classification,positive_rate,0.1722114764667956,weak_kpi_degradation,run
event_attention_only,Event-attention-only,event_only_baseline,3,classification,auprc,0.2493743609845536,weak_kpi_degradation,run
event_attention_only,Event-attention-only,event_only_baseline,3,classification,auroc,0.6328211768424017,weak_kpi_degradation,run
event_attention_only,Event-attention-only,event_only_baseline,3,classification,f1,0.3309769802428856,weak_kpi_degradation,run
event_attention_only,Event-attention-only,event_only_baseline,3,classification,precision,0.21834269998804257,weak_kpi_degradation,run
event_attention_only,Event-attention-only,event_only_baseline,3,classification,recall,0.6836390864844627,weak_kpi_degradation,run
event_attention_only,Event-attention-only,event_only_baseline,3,classification,positive_rate,0.1722114764667956,weak_kpi_degradation,run
hawkes_only,Hawkes-only,event_only_baseline,3,classification,auprc,0.2330633612476514,weak_kpi_degradation,run
hawkes_only,Hawkes-only,event_only_baseline,3,classification,auroc,0.6229556268516733,weak_kpi_degradation,run
hawkes_only,Hawkes-only,event_only_baseline,3,classification,f1,0.3264614515673538,weak_kpi_degradation,run
hawkes_only,Hawkes-only,event_only_baseline,3,classification,precision,0.21805835010060362,weak_kpi_degradation,run
hawkes_only,Hawkes-only,event_only_baseline,3,classification,recall,0.6491950580307001,weak_kpi_degradation,run
hawkes_only,Hawkes-only,event_only_baseline,3,classification,positive_rate,0.1722114764667956,weak_kpi_degradation,run
ridge_logistic,Ridge/Logistic,baseline,3,classification,auprc,0.3408827762249638,weak_kpi_degradation,run
ridge_logistic,Ridge/Logistic,baseline,3,classification,auroc,0.7231099762753117,weak_kpi_degradation,run
ridge_logistic,Ridge/Logistic,baseline,3,classification,f1,0.3200962695547533,weak_kpi_degradation,run
ridge_logistic,Ridge/Logistic,baseline,3,classification,precision,0.19069467345329413,weak_kpi_degradation,run
ridge_logistic,Ridge/Logistic,baseline,3,classification,recall,0.9958816922500936,weak_kpi_degradation,run
ridge_logistic,Ridge/Logistic,baseline,3,classification,positive_rate,0.1722114764667956,weak_kpi_degradation,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,3,classification,auprc,0.3364579474074565,weak_kpi_degradation,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,3,classification,auroc,0.725624500462471,weak_kpi_degradation,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,3,classification,f1,0.2117579908675799,weak_kpi_degradation,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,3,classification,precision,0.44537815126050423,weak_kpi_degradation,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,3,classification,recall,0.1388992886559341,weak_kpi_degradation,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,3,classification,positive_rate,0.1722114764667956,weak_kpi_degradation,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,6,classification,auprc,0.334352494123628,weak_kpi_degradation,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,6,classification,auroc,0.7167180249285747,weak_kpi_degradation,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,6,classification,f1,0.3313206577595067,weak_kpi_degradation,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,6,classification,precision,0.19956666408728624,weak_kpi_degradation,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,6,classification,recall,0.9750472589792061,weak_kpi_degradation,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,6,classification,positive_rate,0.1716306534293686,weak_kpi_degradation,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,6,classification,auprc,0.3195019565090638,weak_kpi_degradation,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,6,classification,auroc,0.7177823773983766,weak_kpi_degradation,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,6,classification,f1,0.3317960543171919,weak_kpi_degradation,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,6,classification,precision,0.199737795943549,weak_kpi_degradation,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,6,classification,recall,0.9792060491493384,weak_kpi_degradation,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,6,classification,positive_rate,0.1716306534293686,weak_kpi_degradation,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,6,classification,auprc,0.3203370199538808,weak_kpi_degradation,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,6,classification,auroc,0.7131117420534874,weak_kpi_degradation,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,6,classification,f1,0.3893826567379294,weak_kpi_degradation,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,6,classification,precision,0.28533708854074985,weak_kpi_degradation,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,6,classification,recall,0.6128544423440454,weak_kpi_degradation,run
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,6,classification,positive_rate,0.1716306534293686,weak_kpi_degradation,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,6,classification,auprc,0.3203070698397927,weak_kpi_degradation,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,6,classification,auroc,0.713087220396096,weak_kpi_degradation,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,6,classification,f1,0.3891619709866922,weak_kpi_degradation,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,6,classification,precision,0.284936797752809,weak_kpi_degradation,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,6,classification,recall,0.6136105860113421,weak_kpi_degradation,run
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,6,classification,positive_rate,0.1716306534293686,weak_kpi_degradation,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,6,classification,auprc,0.3025992485917783,weak_kpi_degradation,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,6,classification,auroc,0.6842220607846871,weak_kpi_degradation,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,6,classification,f1,0.3032750112157918,weak_kpi_degradation,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,6,classification,precision,0.3728626585769443,weak_kpi_degradation,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,6,classification,recall,0.2555765595463138,weak_kpi_degradation,run
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,6,classification,positive_rate,0.1716306534293686,weak_kpi_degradation,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,6,classification,auprc,0.3181085927303725,weak_kpi_degradation,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,6,classification,auroc,0.7126539452177881,weak_kpi_degradation,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,6,classification,f1,0.3887303851640513,weak_kpi_degradation,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,6,classification,precision,0.28350962372117217,weak_kpi_degradation,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,6,classification,recall,0.6181474480151229,weak_kpi_degradation,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,6,classification,positive_rate,0.1716306534293686,weak_kpi_degradation,run
event_attention_only,Event-attention-only,event_only_baseline,6,classification,auprc,0.2145840674296705,weak_kpi_degradation,run
event_attention_only,Event-attention-only,event_only_baseline,6,classification,auroc,0.6165183718448726,weak_kpi_degradation,run
event_attention_only,Event-attention-only,event_only_baseline,6,classification,f1,0.3522751548814355,weak_kpi_degradation,run
event_attention_only,Event-attention-only,event_only_baseline,6,classification,precision,0.24549650141432186,weak_kpi_degradation,run
event_attention_only,Event-attention-only,event_only_baseline,6,classification,recall,0.6234404536862004,weak_kpi_degradation,run
event_attention_only,Event-attention-only,event_only_baseline,6,classification,positive_rate,0.1716306534293686,weak_kpi_degradation,run
hawkes_only,Hawkes-only,event_only_baseline,6,classification,auprc,0.2939808803788531,weak_kpi_degradation,run
hawkes_only,Hawkes-only,event_only_baseline,6,classification,auroc,0.6326213859060292,weak_kpi_degradation,run
hawkes_only,Hawkes-only,event_only_baseline,6,classification,f1,0.3183384191357417,weak_kpi_degradation,run
hawkes_only,Hawkes-only,event_only_baseline,6,classification,precision,0.2151982965131754,weak_kpi_degradation,run
hawkes_only,Hawkes-only,event_only_baseline,6,classification,recall,0.6113421550094518,weak_kpi_degradation,run
hawkes_only,Hawkes-only,event_only_baseline,6,classification,positive_rate,0.1716306534293686,weak_kpi_degradation,run
ridge_logistic,Ridge/Logistic,baseline,6,classification,auprc,0.3087408428583595,weak_kpi_degradation,run
ridge_logistic,Ridge/Logistic,baseline,6,classification,auroc,0.6909431272280132,weak_kpi_degradation,run
ridge_logistic,Ridge/Logistic,baseline,6,classification,f1,0.3151598803772716,weak_kpi_degradation,run
ridge_logistic,Ridge/Logistic,baseline,6,classification,precision,0.40246768507638075,weak_kpi_degradation,run
ridge_logistic,Ridge/Logistic,baseline,6,classification,recall,0.2589792060491493,weak_kpi_degradation,run
ridge_logistic,Ridge/Logistic,baseline,6,classification,positive_rate,0.1716306534293686,weak_kpi_degradation,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,6,classification,auprc,0.2840328473000734,weak_kpi_degradation,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,6,classification,auroc,0.6829927202070006,weak_kpi_degradation,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,6,classification,f1,0.3625122669283611,weak_kpi_degradation,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,6,classification,precision,0.2447978793903247,weak_kpi_degradation,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,6,classification,recall,0.6982986767485823,weak_kpi_degradation,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,6,classification,positive_rate,0.1716306534293686,weak_kpi_degradation,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,12,classification,auprc,0.3769374364871188,weak_kpi_degradation,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,12,classification,auroc,0.7526176344353243,weak_kpi_degradation,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,12,classification,f1,0.333677286211789,weak_kpi_degradation,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,12,classification,precision,0.2007137869501125,weak_kpi_degradation,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,12,classification,recall,0.988536492166603,weak_kpi_degradation,run
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,12,classification,positive_rate,0.172023926904621,weak_kpi_degradation,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,12,classification,auprc,0.3776825586332955,weak_kpi_degradation,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,12,classification,auroc,0.7499409350858696,weak_kpi_degradation,run
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,12,classification,f1,0.3212792127921279,weak_kpi_degradation,run
