model,model_label,ablation,horizon,task,metric,value,label_type,runnable_status,full_value,delta_vs_full,relative_delta_vs_full_pct
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,12,forecasting,all_kpi_mape_floor1_pct,132.59929066463454,real_kpi,run,136.30967695494732,-3.7103862903127833,-2.7220270586798687
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,12,forecasting,primary_mae,2.603973118573526,real_kpi,run,2.6040875918040305,-0.0001144732305045082,-0.004395905531933537
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,12,forecasting,primary_rmse,5.452831839768926,real_kpi,run,5.442062712985392,0.010769126783534588,0.1978868556188852
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,12,forecasting,primary_mape_floor1_pct,47.78326162438929,real_kpi,run,47.68189188633293,0.10136973805636273,0.21259588083881875
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,12,forecasting,all_kpi_mae,46.25468628377866,real_kpi,run,46.45621257494944,-0.20152629117077936,-0.433798366247894
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,12,forecasting,all_kpi_rmse,127.16820785259692,real_kpi,run,126.08017775651236,1.088030096084566,0.8629668163902683
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,12,forecasting,all_kpi_mape_floor1_pct,134.90700952975854,real_kpi,run,136.30967695494732,-1.4026674251887812,-1.029029968028159
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,12,forecasting,primary_mae,2.6040699438305284,real_kpi,run,2.6040875918040305,-1.7647973502121772e-05,-0.0006777027607545186
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,12,forecasting,primary_rmse,5.4420601076085555,real_kpi,run,5.442062712985392,-2.605376836051221e-06,-4.787480360772929e-05
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,12,forecasting,primary_mape_floor1_pct,47.68198028682617,real_kpi,run,47.68189188633293,8.840049324021493e-05,0.00018539636273440984
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,12,forecasting,all_kpi_mae,46.45621797205323,real_kpi,run,46.45621257494944,5.397103791437985e-06,1.1617614722101265e-05
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,12,forecasting,all_kpi_rmse,126.08026779961892,real_kpi,run,126.08017775651236,9.004310656735015e-05,7.141733789528957e-05
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,12,forecasting,all_kpi_mape_floor1_pct,136.30986332566295,real_kpi,run,136.30967695494732,0.0001863707156246619,0.0001367259609061069
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,12,forecasting,primary_mae,2.6040699459420242,real_kpi,run,2.6040875918040305,-1.764586200625473e-05,-0.0006776216768511319
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,12,forecasting,primary_rmse,5.442060029508175,real_kpi,run,5.442062712985392,-2.6834772164363585e-06,-4.930992820118135e-05
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,12,forecasting,primary_mape_floor1_pct,47.68198043641702,real_kpi,run,47.68189188633293,8.855008409369702e-05,0.00018571008949222955
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,12,forecasting,all_kpi_mae,46.45621828406565,real_kpi,run,46.45621257494944,5.709116209118292e-06,1.2289241616301748e-05
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,12,forecasting,all_kpi_rmse,126.08026647026536,real_kpi,run,126.08017775651236,8.871375300145701e-05,7.036296631242235e-05
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,12,forecasting,all_kpi_mape_floor1_pct,136.30986579646128,real_kpi,run,136.30967695494732,0.0001888415139603694,0.00013853859694993245
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,12,forecasting,primary_mae,2.6796243591639914,real_kpi,run,2.6040875918040305,0.07553676735996095,2.9006999456432045
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,12,forecasting,primary_rmse,5.547237309785081,real_kpi,run,5.442062712985392,0.10517459679968955,1.9326237558551242
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,12,forecasting,primary_mape_floor1_pct,49.061869871159274,real_kpi,run,47.68189188633293,1.379977984826347,2.8941342934043486
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,12,forecasting,all_kpi_mae,47.863789787926144,real_kpi,run,46.45621257494944,1.4075772129767046,3.0299009216599626
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,12,forecasting,all_kpi_rmse,124.7887711797066,real_kpi,run,126.08017775651236,-1.2914065768057554,-1.0242740768495235
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,12,forecasting,all_kpi_mape_floor1_pct,140.56628179931332,real_kpi,run,136.30967695494732,4.256604844365995,3.1227458970303887
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,1,classification,auprc,0.4701631794611201,weak_kpi_degradation,run,0.466284088952656,0.003879090508464078,0.8319156926793485
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,1,classification,auroc,0.7975311109561158,weak_kpi_degradation,run,0.7943591594724008,0.003171951483715074,0.3993094868852306
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,1,classification,f1,0.3609001794836394,weak_kpi_degradation,run,0.4787077826725404,-0.11780760318890099,-24.609502383939134
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,1,classification,precision,0.22145035581158928,weak_kpi_degradation,run,0.3948643410852713,-0.17341398527368201,-43.91735774293002
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,1,classification,recall,0.9746457867263236,weak_kpi_degradation,run,0.6077554064131245,0.3668903803131991,60.368098159509195
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,1,classification,positive_rate,0.1721879815100154,weak_kpi_degradation,run,0.1721879815100154,0.0,0.0
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,1,classification,auprc,0.4482319168951361,weak_kpi_degradation,run,0.466284088952656,-0.01805217205751991,-3.871496472905133
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,1,classification,auroc,0.7826502814725056,weak_kpi_degradation,run,0.7943591594724008,-0.011708877999895173,-1.4740030199528387
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,1,classification,f1,0.3979639055992596,weak_kpi_degradation,run,0.4787077826725404,-0.08074387707328079,-16.86704916776203
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,1,classification,precision,0.524390243902439,weak_kpi_degradation,run,0.3948643410852713,0.12952590281716775,32.802633547807886
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,1,classification,recall,0.32065622669649513,weak_kpi_degradation,run,0.6077554064131245,-0.2870991797166294,-47.239263803680984
